Page,Romanized Chakma,pos,English translation
91,Kāy kudum,n,close relation.
91,Kāy kure,ad & ind,close by; near at hand; near; at no distance.
91,Kāydyā,n,trick; control; process; custom; fashion; manners; device; rule; subjection.
91,Kāydyā garānā,v,trick; process; device; manner; rule.
91,Kāydyāt felānā,a,catch one on the hip.
91,Kāydyā majim,ad,according to formalities; formally; according to establish rule.
91,Kāydyār,a,of trick; fashionable; stylish.
91,Kāy ahnā,v,draw near; approach; knock in the door; become imminent.
91,Ki,pron,what; which; ind. or; what; whether; either-or.
91,Ki,pron,any one; some one.
91,Kio,interj,hallow! well!
91,Kiki,pron,what; wha [what] things.
91,Kigāri,intero,how? by what manner;
91,Kingiri,intero & ad,how? by what mean?
91,Kichchu,a,some; anything; any; a little; small quantity.
91,Kichchu nay,a,nothing.
91,Kijāk,n,horrible or huge sound; shouting.
91,Kijāk kārānā,v,shout; cry out.
91,Kijāk kāriyā,n,one who shouts or screams.
91,Kijāk kārchyā,a,noised; shouted; cried out; called aloud.
91,Kijik,n,scissor.
91,Kijik kājāk,n,wrangling; noise; chirping; gratting [grating].
92,Kijik kājāk garānā,v,chirp; chatter; screech; shout; noise; call aloud.
92,Kijing,n,glen; narrow pass; saddle; vale; dale.
92,Kijeni,ad,what do I know? I can't say; I know not; perhaps; lest.
92,Kijhim,n,kind; variety; fashion; item; class.
92,Kijhim kijhim,a,of various kinds.
92,Kijhu,a,a little; some; something; somewhat; little quantity.
92,Kijhu ittuk,a,just a little.
92,Kijhu kijhu,a,some thing.
92,Kijhu nā kijhu,a,some at least; some thing more.
92,Kijhutyāy,ind,for a little.
92,Kijhu bānā,a,only a little; very little.
92,Kityā,n,direction; side.
92,Kitti,n,instalement [installment]; check.
92,Kittirim,a,artificial; fictitious; unnatural; false; impure; counterfeit; not genuine; adulterated; fabricated.
92,Kittirim gari,ad,artificially; unnaturally.
92,Kittirim kochpānā,v,insincere or false love.
92,Kittey,pron & ind,why; for what reason; on what account.
92,Kidi,n,ungrowing; unhealthy.
92,Kiding,n,trembling; shivering.
92,Kidiring,n,hasitation [hesitation]; charecterless [characterless].
92,Kiduj,n,what false; what cause.
92,Kin,v,to purchase.
92,Kinang,v,(I) purchase.
92,Kinang kināng,a,about to purchase.
92,Kindu,ind,but; however; moreover.
92,Kindu kindu,n,hasitation [hesitation].
92,Kinani,n,purchasing; buying.
92,Kināni pātra,n,conveyance; deed of sale.
92,Kinyā,a,Purchased; bought.
92,Kinayā,n,purchaser; buyer.
92,Kinayā bejayā,n,trader; marchant [merchant].
92,Kinānā,v,buy; purchase.
92,Kinānā bejānā,n,buying and selling; business; commerce; trade.
92,Kinyābi,n,female buyer.
92,Kinārā,n,edge; side; margin; shore; brim.
92,Kiniyā,n,purchaser; buyer.
93,Kirti,n,fame; glory; reknown; praise; reputation; achievement; glories act.
93,Kirti karma,n,glorious achievement; famous deeds; acts of reknown.
93,Kirtitham,n,monument; memorial; pillar of fame.
93,Kirti peyā,a,praised; glorified.
93,Kirti balā,a,famous; reknown; glorious.
93,Kirtimān,a,famous; illustrious; glorious.
93,Kirtir,a,praise worthy.
93,Kirbyā,n,love; affection; passion; tenderness; gloss; attachment; caress.
93,Kirbyā gārchyā,a,appreciable; estimable.
93,Kirbyā garānā,v,fondle; care; affectionate; love.
93,Kirbyā chhārhā,a,unloving; without affection.
93,Kirbyā joy,n,darling; beloved.
93,Kirbyātyāy,ad,on account of love.
93,Kirbyādalā,n,object of affection or love; darling; favourite.
93,Kirbyā nayan,a,soften with love; love eye.
93,Kirbyā nāgar,a,affectionate.
93,Kirbyā parān,n,heart of love.
93,Kirbyā battā,n,affectionate blessing.
93,Kirbyā bharā,a,loving; tender hearted; affectionate.
93,Kirbyā meyā,n,love and affection.
93,Kirbyābce,a (fem),loving; amorous; n. sweet heart; wife; mistress.
93,Kirmec,n,worm.
93,Kirik kārāk,a,fickle minded; whimsical; fashionable; fidgety.
93,Kiring kiring,n,excessive measure; a. excessive; too much.
93,Kirij,n,sword.
93,Kirimiri,a,disorderly; unruly; vicious.
93,Kiyai,pron & a,any one; some one.
93,Kiyai kiyai,pron,certain person; somebody.
93,Kiyai nay,a & pron,no one; none; nobody; not any.
93,Kiyainay kiyai,pron & a,any of some one or other.
93,Kiyang,n,Buddhist temple.
93,Kiyatyāi,ad,why?
93,Kiyabāre,ind,I can't say; perhaps; I don't know.
94,Kiyā,ad,why; for what.
94,Kiyāch,n,guess; inference; conjecture; supposition; induction; hypothesis.
94,Kiyāch kadhā,n,syllogism.
94,Kiyāch garchyā,a,inferred; guessed; supposed; concluded; conjectured.
94,Kiyāch garānā,v,guess; conjecture; infere.
94,Kiyāch garā jhāy,a,inferable; guessable.
94,Kiyāch garani,n,inference; supposition; guess.
94,Kiyāch bhed,n,inductive logic.
94,Kiyāch ahnā,a,seemed; appeared; guessed.
94,Ku,a,bad; evil; inauspicious; indecent; picious; diminutives base; n. sin; guilt.
94,Kuāki,a & ind,saying each other.
94,Kui,n,symbolical sound.
94,Kuināin,n,quinine.
94,Kuipcerhā,n,a kind of throat disease.
94,Kukkuluk kākkārāk,n,useless bones and joints; useless sweepings or things or woods.
94,Kuk-kulung,ind,word denoting a splash.
94,Kukadhā,n,abusive word; rude language.
94,Ku-kadhā kanā,v,abuse; slang.
94,Kukām,n,wicked act; bad deed.
94,Kukām garchyā,a,vicious; wicked; given to evil ways.
94,Kukām garayā,n,evil doer; mischief maker.
94,Kugi,n,the Kugi community.
94,Kugur,n,dog.
94,Kugurah ghar,n,"kennel; a place where dogs are kept is called ""kennel"""
94,Kugur chha,n,puppy.
94,Kugurjāt,n,dog species; canine kind.
94,Kuguradhacokyān,a,canine; dogged; doggist; dog like.
94,Kugur pāl,n,pack of dogs.
94,Kugur mājhi,n,dog-tick.
94,Kugurar,a,canine.
94,Kugurce,n fem,bitch.
94,Kugraha,n,unfavourable star; misfortune; calamity; ill luck; object of trouble.
94,Kung-gāj,n,kind of tree used burning a dead body.
94,Kuch,n,a small pocket placed in the waist.
94,Kuchakkar,n,conspiracy; plot; bad society; evil company.
94,Kuchakkarchyā,a,conspiring; plotting.
95,Kuchakkarā,n,plotter; conspirator; evil adviser.
95,Kuchchyā,n,pepper presser; grinding stone.
95,Kuchchyāmāch,n,a kind of fish; eel.
95,Kuchchyāl,n,sugar cane.
95,Kuchchyāl kal,n,sugar mill.
95,Kucharjyā,n,evil practice; bad exercise; wickedness.
95,Kuchhallā,n,evil advice; evil counsel.
95,Kuj,n,preface; introduction; forward; v. to sow (by hallow).
95,Kujgarchyā,a,introduced; readymade.
95,Kujgarānā,v,introduce; make ready.
95,Kujan,n,bad man; wicked fellow.
95,Kujanā,v,sow; plant.
95,Kujani,n,sowing (of seeds).
95,Kujsyā,a,sowed; sown.
95,Kujayā,n,sower; planter of seeds.
95,Kuji,n,stock; capital; principal; origin; gross income; net fund; amount.
95,Kuji garaiyā,n,collector; one who saves; accumulator.
95,Kujigarani,n,saving; collecting; storing; accumulating; gathering.
95,Kuji garānā,v,amass; save; collect; store up; accumulate; heap; gather.
95,Kuji garchyā,a,collected; stored; saved; amassed; accumulated; congealed.
95,Kuju,n,esculent root; trible.
95,Kujuk,n,insincerity; crookedness; guilt.
95,Kujukyā,a,tortuous; insincered; crooked.
95,Kujuk fājā,a,crooked by nature; double dealing.
95,Kujuk balā,a,crooked minded; hypocritical.
95,Kuju pangā,n,flower of esculent root.
95,Kuju ba,n,creeper or creeping plant of esculent root.
95,Kujok,n,crookedness; agitation; dispute; haggling; quarrel; insincere.
95,Kujokyā,n,agitator; an agitator of sensation.
95,Kujok garānā,v,angry against anything; spread an idle reumer.
95,Kujok tulanā,v,start a sensation against anything easily; agitate.
95,Kujhi,a,tender; fresh; soft; delicate; young.
95,Kujhi ām,n,green mango.
95,Kujhi kājā,n,kiddies; one's small child.
96,Kujhu chitti,n,baby; infant in arms; babe; kiddies.
96,Kujhum,n,yolk; the yellow portion of an egg.
96,Kujhum kujhum,a,tapid; temperature.
96,Jujhum gulo,n,kind of jungle fruit.
96,Kujhum jinghāni,n,care free life.
96,Kujhum bichchon,n,flower bed.
96,Kujhum mālā,n,small garland of flowers.
96,Kuth kuthyā,a,irritating; itchy; prostating.
96,Kuthkuthanā,v,irritate; itch.
96,Kuthkuthani,n,irritation; itching.
96,Kuth kudee,n,itching; prostitude.
96,Kuthee,n,crore; ten million.
96,Kut,n,ordure; bowels; stomach; intestine; inner apartment; granary.
96,Kut khulā,n,free evacaution of the bowels.
96,Kuttyā,a,chopped; cut into pieces.
96,Kuttyārchyā,a,tortous winding.
96,Kutyāri,a,crooked; wily; crafty; insincere.
96,Kutyāri fājā,a,crooked by nature.
96,Kuttyāri buddi,n,crookedness; wile; shrewdness.
96,Kutti,n,a kind of earthen jar.
96,Kuttiring kāttārāng,a,torn or cut pieces.
96,Kuttun,ad,where from; where.
96,Kud,vt,to cut into pieces.
96,Kudanā,vt,cut into pieces.
96,Kudāni,n,cutting into pieces.
96,Kudik,n,a cut or small piece.
96,Kudik kudik garānā,v,make into small pieces.
96,Kudidenā,vt,cause to make into pieces.
96,Kudin,n,evil day; hard time; misfortune; inauspicious time; cloudy day.
96,Kudilyā,a,diplomatic.
96,Kudisti,n,bad look; sinister look; evil eye; evil or unfavourable influence.
96,Kudisti denā,vt,cast an evil eye upon.
96,Kuduk,n,porcupine.
96,Kuduk kādāk,n,thorm or pickle of porcupine; porcupineâ€™s thorn or fickle.
96,Kudugo gajā,n,one of the chakma race.
96,Kudum,n,relative; relation; alliance; affinity.
96,Kudum pirit,n,"love for, one's relation; nepotism."
97,Kudum fare,ad,through the relations.
97,Kudum balā,a,having kin men and relatives.
97,Kudumyā,n,relatives; kin; kith.
97,Kudume,ad,in relation.
97,Kudhtun,ad,from where.
97,kudhu,ad,where; in what place.
97,Kudhu kudhu,ad,in several place.
97,Kudhugar,a,of where; of what or which place.
97,Kudhu gulo,n,gourd; pumkin.
97,Kudhu-yo,ad,any where; some where; no where.
97,Kun,n,corner; angle; nook; inside; of the house.
97,Kun kunyā,ad,cornerwise; diagonally.
97,Kunghāchyā,a,shy; lovely; solitary.
97,Kundol,n,coil.
97,Kun balā,a,cornered; subdued.
97,Kunmārani,n,protector.
97,Kunāng,n,infame; bad name; ill repute; notorious.
97,Kunyā,a,shy; unsociable; timid; home keeping; n. home sick person; shy or timid fellow.
97,Kunee,n fem,home sick woman.
97,Kuneiyā,n,smooth round maker.
97,Kune kune,ad,corner to corner; diagonally.
97,Kunen,n,quinine.
97,Kuney kuney,ad,through examining.
97,Kuneyā,a,smooth rounded.
97,Kup,Vt,to pierce into the ground.
97,Kupyā,a,pierced; bored; perforated; that has been pierced or bored in the ground.
97,Kupāg,n,calamity; difficulty; bad time.
97,Kub,n,rage; blow; stroke (of a weapon).
97,Kubang,n,kind of hilly bird.
97,Kubpyā,a,intered; irritated; enraged.
97,Kubmārchyā,a,ragged; stroke; blown.
97,Kubmārānā,v,deal or blow with a weapon.
97,Kubā,vt,to dig up; to plant in the ground.
97,Kubānā,vt,dig up; pierce; burry; chop up; inter.
97,Kubil,a,crooked; angry look; tortuous.
97,Kubilman,a,crook minded.
97,Kubuddi,n,evil counsel; perverted understanding; evil genious.
98,Kubuddi denā,vt,give evil counsel or consult.
98,Kum,n,pitcher.
98,Kumantar,n,evil counsel; evil advice.
98,Kumar,n,potter.
98,Kumasyāpug,n,a kind of flying insect.
98,Kumār,n,unmarried boy; bechelor; prince; son.
98,Kumarika,n,cape comarin.
98,Kumāree,n,young girl; virgin; princess; miss; daughter.
98,Kumuk kamak,n,pitcher neck; neck of the pitcher.
98,Kumurā,n,pumkin.
98,Kumeru,n,south pole; antertica.
98,Kumeru kendra,n,anterctic pole.
98,Kumor,n,crocodile.
98,Kur,n,a kind of skin disease; leprosy; heap; quantity; mass.
98,Kura,n,hen v.t. to pick up.
98,Kuraiyā,n,collector; gleaner.
98,Kurākutya,n,a kind of Chakma race.
98,Kur gachyā,a,piled up; formed into a heap.
98,Kuranā,vt,pick-up; collect; gather.
98,Kurani,n,picking-up; collecting; gathering.
98,Kuranih,n,digging; excavation.
98,Kurah,n,cock or hen.
98,Kurah khāja,n,coop.
98,Kurah chul,n,cock comb.
98,Kurah chha,n,chicken.
98,Kurah dāg,n,cockâ€™s crow.
98,Kurah dharjhyā,n,coop.
98,Kurah bā,n,coop.
98,Kurā,vt,to pick up; n. slender.
98,Kuri,n & a,twenty; 20.
98,Kurih,n,bud; hen.
98,Kurih kān,n,night blind; blind at night.
98,Kurih kurā,n,hen.
98,Kurih Chha,n,cockerel.
98,Kuriyāh,n,excavator.
98,Kuruk,n,seize.
98,Kurum,n,cane made small basket.
98,Kure,ad,near by; close at hand; a. near; adjacent; proximate; close; imminent.
98,Kurekure,a,being or lying near; near; ad. very near; in the vicinity of; by; besides; at; towards; close to; with; knock at the door.
98,Kureiyā,n,collector; gleaner.
99,kureyā,a,picked-up; collected; gathered.
99,Kul,n,shore; bank (of river); coast; edge; tribe; dynasty; race; lineage; high birth.
99,Kulakkhan,n,evil or inauspicious omen; bad sign; a. ominous; inauspicious.
99,Kul kalanka,n,family scandal; black sheep; one who is a defame of his own family.
99,Kul kalangkee,n,unchaste woman of the family; woman who brings disgrace or dishonour on the family.
99,Kul kādā,n,scandal of the family; pest in the family.
99,Kul kinārā,n,shore; bank (of river); coast; end; solution; settlement.
99,Kul kulanā,vt,gargle; gurgle.
99,Kul kulani,n,gargling.
99,Kula garba,n,family proud; family prestige.
99,Kulang kulang,a,about to cross; about to get shore or coast.
99,kula cherāg,n,one who brings glory to the family; light of the family.
99,Kula chelā,n,head or chief of the family or clan.
99,Kula jāt,n,light of the family; fame of the clan.
99,Kulat,a,situated on the bank; on the cost.
99,Kultyāg,n,out caste.
99,Kultyāg garānā,vt,out caste.
99,Kula dharma,n,custom of the clan or family.
99,Kulanā,vt,acros; get across; get through; be enough; serve the purpose; be adequate; a. abundant.
99,Kulnāsh,n,destruction of a family.
99,Kulani,n,crossing; getting through; sufficiency.
99,Kulrākkoli,n,supporter of one's family; protector of one's family.
99,Kulalokkee,n,presiding goddess of a family; virtuous lady of a family or race.
99,Kulā,n,winnowing fan.
99,Kulyā,n,dweller; residence of.
99,kulih,n,porter; coolie or cooly; labour.
99,Kuluk,a,muddy; turbid; foul; impourity; pollute.
99,Kuluk garānā,vt,make muddy; pollute; contaminate.
99,Kuluk gasyā,a,polluted.
99,Kuluk chogh,n,black lasture eye.
99,Kuluk makyā,a,rather turbid; some what muddy.
100,Kulye,a,situated on the bank or coast.
100,kuleyā,a,crossed; got through; succeded.
100,Kulo,n,winnowing fan.
100,Kulo kājā,a,disadvantage; waste; non sufficient.
100,Kushāsak,n,bad ruler; mal or bad administrator.
100,Kushāsan,n,mis-administration; misrule; mis-government.
100,Kushree,a,ugly; evil looking.
100,Kusangaskār,n,superstition; untauchibility.
100,Kusaban,n,bad dream.
100,Kusaban deghānā,vt,dream a bad dream.
100,Kusamār,n,evil company; bad friend; maleassociation.
100,Kusān,n,ugly shape; not beautiful to see.
100,Kuhu,n,note or call of a cuckoo.
100,Kuhen,a,bad time; inauspicious time.
100,Kuhene,ad,in an inauspicious time or bad time.
100,Kuyā,n,well; water point or tank.
100,Kuyāch,a,easy; skill; tactfull.
100,Kuyāch garānā,vt,practise; habituate; exercise.
100,kei,n,moss; lichen; algae.
100,Keiyā,n,body.
100,Kekkarak shāk,n,a kind of vegetable.
100,Kekkere kyck,n,cock's crow.
100,Kegar,n,squint; crooked eye.
100,Kegerā,n,squint eyed; crooked eyed.
100,Kegaree,n,fem. see Kegerā.
100,Kengar bengar,a,crooked; bent; zigzag; winding.
100,Kengerec,ad,how; in what manner.
100,kengolee,n,elbow.
100,Kech,n,hair.
100,Kech chuā,n,earth worm.
100,Kech neiyā,a,hairless.
100,Kecchyā,a,cleaned; rubbed; polished.
100,Kej,vti,to rub; polish; clean.
100,Kej kumoree,n,a kind of flying green insect.
100,Kejchyā,a,throughly scrubbed.
100,Kejani,n,throughly scrabbing.
100,Kejā,a,throughly scrubbed.
100,Kejānā,vti,clean; polish; rub.
100,Kejiyā,n,one who cleans.
100,kejh kejānā,vti,chatter.
101,Kejh kejāni,n,chattering.
101,Kejhān,ad,how; by what means.
101,Ket,n,side; border; lean; incline.
101,Ket ketyā,n,a kind of big bird.
101,Ket ketyā gulo,n,green melon.
101,Ket garānā,vti,make incline; make down.
101,Ketāli,n,kettle.
101,Ket ahnā,vti,heel over; lean.
101,Ketyāy,ad & ind,why; for what; n. direction; side; toward.
101,Ket tārāng,n,a kind of tree.
101,Kedā,n,torn piece of cloth.
101,Kedāktuk,n,the thimber or bamboo given to support the house.
101,Kedāfal,n,a kind of bitter fruit; beautiful but meritless person or woman.
101,Kedi,a,unhealthy; thin man.
101,Kedek kedek,ind,a continuous laughing; word for exciting laugh.
101,Kedek kedek ājānā,vti,laugh after an exciting.
101,Keder keder,n,amatory; exciting; agitation.
101,Keder keder garānā,vti,make amatory quarrel; disturb.
101,Ken kenyā,a,peevish; fretful.
101,Kendra,n,centre.
101,Kendrat,a,at the centre; placed in the centre; brought into the centre.
101,Kendra thal,n,centre; capital; headquarters.
101,Kendrar,a,central.
101,Kendra shāsan,a,administered by the centre.
101,Kendrio,a,central.
101,Kendriyo sarkār,n,central government.
101,Kensān,ad,how; by what means.
101,Ken sānyā,a,of what kind; of what sort.
101,Kenā,n,revenge; action against; spite.
101,Kenā uguranā,vti,take revenge; retaliate.
101,Kenā ugureyā,a,revenged; retaliated.
101,Kenā bānyā,a,desired for revenge.
101,Kenā bānānā,vti,desire for revenge.
101,kenāh,a & n,wild; rustic; uncivil; rude.
101,Kenāh sugar,n,wild hog.
101,Kenih sugar,n,wild female hog
102,Kene kene,ad,any how; by some means or method.
102,Kep,n,cape.
102,Kebā,n,circle.
102,Kebāng,n,orts; fragment of a food.
102,Kebār,n,lock system of a door or window.
102,Kebār mārānā,vti,shut or lock-up the door or window.
102,Kem,n,broken piece of a bamboo; cane.
102,Kem kattā,n,see Kem.
102,Kemerā,n,camera.
102,Ker ker,a,chirpy; cheerful.
102,Ker kerana,vti,chirp; chatter; screech.
102,Kerang,a,unsteady; restless; fickle.
102,Kerang chalānā,vti,become perturb; vacillate.
102,Kerangyā,n,half brain man; restless man; perturb man.
102,Kerangee,n,fem. half brain woman; restless or perturb woman.
102,Kerā,n,a kind of snail.
102,Kerāni,n,clerk.
102,Kerāp,n,trap (made of bamboo).
102,Kerāsin,n,kerosine oil.
102,Kereng gāl,n,quarrel.
102,Kereng-galyā,a & n,quarrel some; disputed.
102,Kerengā,n,epilepsy; syncope.
102,Kerengā-peerhlyā,n,epileptic.
102,Kered,n,cane.
102,Kellā,n,fort; castle.
