Page,Romanized Chakma,pos,English translation
73,Katkatyā,a,harsh; rough; severe; abusive.
73,Katkatyā gari,ad,harshly.
73,Katyā,a,causing trouble; hardship; sorrow; suffering.
73,Kattyar,a,causing trouble; trouble some.
73,Katta denā,v,give trouble or distress.
73,Kattan,n,deduction; reduction.
73,Kattan denā,v,deduct; reduce.
73,Kattan dyā,a,deducted.
73,Katta mān,a & pron,how much; how long; how for.
73,Kattā,n,piece; portion.
73,Kadak,a & pron,how much; what price; a few; to; to some extant.
74,Kadak kadak,a,word denoting bussiness.
74,Kadak kādāk,a,make an always bussiness sound; noise.
74,Kadak kāni,a,how many piece; more pieces.
74,Kadakkun,a,some; a few; several; how much.
74,Kadakkune,ad,partially; to some extent; pron. some of it or them.
74,Kada golā,a,some time.
74,Kaddur,ad,how long; how far.
74,Kadamba,n,a kind of flower.
74,Kadarā,n,plate; bowl; cup; cup-plate.
74,Kadalānā,v,dig with a spade.
74,Kadalāni,n,the act of digging the earth by a weapon.
74,Kadaleyā,a,digged with a spade.
74,Kadāk,n,fear; alarm; fright; terror.
74,Kadāk kārānā,v,terrify; cock's crow.
74,Kadākyā,n,terrified; greatly; alarmed; afraid; panicky.
74,Kadāl,n,spade; digging hoe.
74,Ka'din,ad,how many days; a few days.
74,Kador,n,dove; pigeon.
74,Kadoree,n,she dove; she pigeon.
74,Kadhak,a,how much; how many; many; much; ad. so much; n. many a thing; a great number; pron. how many of it on them.
74,Kadhakdin,ad,how many days.
74,Kadhak mat,a,of various kind; of various conceptions.
74,Kadak mate,ad,in various ways.
74,Kadhak heb,ad,how many times; several times.
74,Kadhagee,n,speaker; fluent speaker; orator; talkative.
74,Kadhagele,ad,generally speaking; so to speak; as it were; so to say.
74,Kadhā,n,talk; discourse; story; tale; word; sentence; speech; language; dialect; topic; promise; news; opinion; consulation; subject; conversation; proverb.
74,Kadhā urhanā,v,spread rumer.
74,Kadhā kayāki,n,dialogue; conversation.
74,Kadhā kaiyā,n,speaker; orator.
74,Kadhā katta,n,short story or take; part of speech.
74,Kadhā kanā,v,talk; speak; converse.
75,Kadhā kayā,a,said; spoken of; told; discussed.
75,Kadhā kādākādi,n,bandying words; altercation.
75,Kadhā kābidyāng,n,writer of stories etc; author.
75,Kadhā chālachāli,n,interview; conversation; exchange of opinions.
75,Kadhā thānāthāni,v,debate.
75,Kadhāt kadhā,ad,by the by; incidently; supose.
75,Khadhātārā,n,dictionery; appellation.
75,Kadhā denā,v,give one's word; give assurance; promise.
75,Kadhā na thānā,a,not kept the words.
75,Kadhānā,v,stain at voiding stool.
75,Kadhāni,n,staining stool; staining effort.
75,Kadhā bāttā,n,conversation; gossip; talk.
75,Kadhā bārhānā,v,spread rumer; tell a lie.
75,Kadhā beji khānā,v,earn in a learned profession.
75,Kadhā mate,ad,as promised; as per agreement.
75,Kadhār karma,n,verbosity; mere words and no action; word ending and no smoke.
75,Kadhār kadhā,ad,incidental remcark; empty word.
75,Kadhār mānuj,n,man of word or honour.
75,Kadhār pej,n,circumlocution; snare of words.
75,Kadār larchar,a,deviation from one's promise.
75,Kadhā shunanā,v,pay head to; obey; listen; attention.
75,Kadhā shunci denā,v,speak severely.
75,Kadhā sirhi,n,idiom.
75,Kadhāy,ad,verbally; orally; in words.
75,Kadhāy kadhāy,ad,by the way; in all matters; in course of conversation; by the by.
75,Kadhāy kay,v,the proverb goes.
75,Kan,n & pron,which; what; who; in what respect.
75,Kanah,a,any; some; certain.
75,Kanaaktat nay,ad,never; at no time.
75,Kana eg aktat,ad,once upon a time.
75,Kana eg din,ad,on a certain day.
75,Kanah kanah,pron,some one; any one; some.
75,Kanahjan,a & pron,none; not any; n. no one; nobody.
75,Kanahmate,ad,on any way; any how; some how.
75,Kankityā,ad,in which
76,Kankāle,ad,already; previously.
76,Kandāl,n,a kind of big lemon.
76,Kandhag,a,of what short; of what form.
76,Kan dhagkyā,a,by what mean.
76,Kandhagkyā gari,ad,in what way or manner; how; in what state.
76,Kan dhage,a,in what from; how; in what way.
76,Kandhā,n,shoulder.
76,Kannā,pron,who; which.
76,Kannā kannā,pron pl,who; who and who.
76,Kanā,n,corner; angle; inside of the house.
76,Kanāh,v,say; speak; tell; inform; mention; request; express; narrate; announce.
76,Kanā kuni,ad,corner wise; diagonally.
76,Kanāt,ad,in the corner; in the inside of the house.
76,Kanatyo,ad,long ago; already; previously.
76,Kanālā,n,cornaer of a roof.
76,Kanet,a,younger; younger in age; least.
76,Kanet bhei,n,younger brother; youngest brother.
76,Kanet bon,n,younger or youngest sister.
76,Kap,n,constipation.
76,Kapi,n,copy; matter for printing.
76,Kapi garānā,v,make a copy or duplicate.
76,Kapi garchā,a,copied.
76,Kopi,n,cabbage.
76,Kafi,n,coffe.
76,Kabah,v,(he or she) will say.
76,Kabach,n,amulet; charm; armour.
76,Kabach pinyā,a,armoured; wearing an armour or amulet.
76,Kabach pinanā,v,wear an amulet.
76,Kabjā,n,hinges.
76,Kabā,n,crow.
76,Kabājā,n,a kind of childrens' game.
76,Kabāl khulanā,v,be lucky.
76,Kabal gune,ad,luckily; fortunately.
76,Kabāl chābārānā,v,beat one's forehead for bad luck.
76,Kabāl jur,n,good fortunate or luck.
76,Kabāl jure,ad,by good luck.
76,Kabālat āgun,a,unfortunate.
76,Kabāl dubo,ad,unfortunately.
77,Kabāl dharānā,v,be lucky.
77,Kabāl parā,a,unfortunate; misarable.
77,Kabāl firenā,v,begin to flouries; improve oneâ€™s state.
77,Kabāl bhāngā,a,become unlucky.
77,Kabālar leghā,ad,decree of fate.
77,Kabi,n,poet; versifier.
77,Kabi kalpanā,n,poetic immagination; poet's fancy.
77,Kabikalpanā garchyā,a,immagined or invented by a poet.
77,Kabigun,n,poetic quality or talent.
77,Kabiguru,n,chief of the poets; first poet; the great poet.
77,Kabitā,n,poetry; poem; verse; a. composition in verse.
77,Kabitā raj,n,poetic sentiment.
77,Kabirāj,n,physician; ayurvedic practitioner; prince of poet.
77,Kabul,n,promise; agreement; acknowledgement; confession; admission.
77,Kabul garchyā,a,accepted; explicit; admitted; promised; confessed; agreed.
77,Kabul garānā,v,promise; confess; agree; acknowledge.
77,Kam,a,less; short; inadequate; defirent; ad. little; slightly.
77,Kam kadhā nay,a,not a trifling matter; not a joke.
77,Kam garānā,v,lessen; reduce; diminish; curtail; cut down; abate.
77,Kam gari,ad,at a reduce rate.
77,Kamjur,a,weak; infirm.
77,Kam juri,n,weakness.
77,Kamat,ad,at least; at the minimum.
77,Kamani,n,deficient; reduction; dimination; decrease; lack.
77,Kam parhānā,v,run short of.
77,Kambā,ad,how much.
77,Kambej,ad,more or less; approximately.
77,Kamar,n,waist; loins.
77,Kamar tal,n,hip.
77,Kamar pajani,n,belt.
77,Kamareng puk,n,lady bins.
77,Kamalā,n,orange.
77,Kamale,ad,when; at what time.
77,Kamā,v,reduce; lessen; n. comma.
77,Kamā kami,n,mutual lessening.
78,Kamānanā,v,reduce; lessen; cut down.
78,Kamiti,n,committee.
78,Kaminei,a,after reducing.
78,Kamishan,n,commission.
78,Kamishanār,n,commissioner.
78,Kamedi,ad,at least; at the minimum.
78,Kamendi,ad,at least; at the minimum.
78,Kar,v,do.
78,Kar kachchyā,a,rough; uneven; harsh; shrill; grating; rash; violent; cruel; hard; rude.
78,Karakch chyā gari,ad,roughly; harshly; rudely.
78,Karakchyā kadhā,n,harsh word; rude or rough language.
78,Karkat,n,cancer.
78,Karkat krānti,a,tropic of cancer.
78,Karkath rāshi,n,the sign cancer of the 30 disc.
78,Karkarānā,v,whiz; buzy continuously.
78,Karaj,n,loan; debt; liablity; minus; negative; quantity.
78,Karajanā,v,be indebted; run into a debt.
78,Karaj chin,n,minus sign (â€”).
78,Karaj jāl,n,debts.
78,Karajdalā,a,indebted; debtor.
78,Karajdalkā garānā,v,place (one) under a debt.
78,Karaj dātā,n,lender; creditor.
78,Karaj dādan,n,money lending.
78,Karaj dicyā,n,debtor; one who gives debt.
78,Karaj diyani,n,lending of money.
78,Karaj patra,n,bond; mortgage bond.
78,Karaj bhār,n,burden of debt.
78,Karaj mukta,a,released from debt.
78,Karaj laiyā,n,borrower; debtor; a. borrowed.
78,Karaj lanā,v,borrow (of money).
78,Karaj lani,a,borrowing of money.
78,Karaj shujanā,a,pay off or discharge a debt.
78,Karaj shujani,n,payment of debt.
78,Kartabya,a,proper to do; proper; necessary; to be done or performed; fit; n. duty; obligation.
78,Kartabya kām,n,duty; obligation; task.
78,Kartabya garānā,v,do oneâ€™s duty.
78,Kartabya pālan,-,[entry continues...]
79,Kartabya pālāni,n,performance or doing one's duty.
79,Kartabya pāleyā,a,dutiful; developed to duty.
79,Kartabya peretyā,a,dutiful.
79,Kartabya peretyāmi,n,dutifulness.
79,Kartabya balā,n,dutiful.
79,Kartabya āreyā,a,confounded; preflexed.
79,Karma,n,furenal ceremony.
79,Karma kām,n,furenal ceremony; obsequial rites.
79,Karma Kābil,a,competent; skilled; efficient; expert in doing work.
79,Karma kābidyāng,n,secretary; executive officer.
79,Karma kendra,n,centre of activity.
79,Karma khāli,n,vacancy of post; situation vacant.
79,Karma khulanā,a,initiation of an undertaking.
79,Karma garānā,v,perform the furenal ceremony.
79,Karmat bāsyā,a,engaged in work.
79,Karma tyāg,a,resignation of service.
79,Karmattun felyā,a,dismissed; removed from service; discharge; sacked.
79,Karmattun felāni,n,dismissal or removal from service.
79,Karma thān,n,place of work; office.
79,Karmad daram,a,incapable to do any thing.
79,Karmadin ijebi boi,n,case book.
79,Karma duj,n,crime of evil doing; sin; error; bad luck; fault; evil consequence of action.
79,Karma duje,ad,owing to bad luck for one's own fault.
79,Karma dhakyān,a,conforming to an action.
79,Karma dhage,ad,according to one's action or work.
79,Karma dheen,a,depending on work.
79,Karma padh,n,manner or method of works.
79,Karma pāk,n,method of works.
79,Karma pug,n,bug.
79,Karam peretyā,a,fond of work; active.
79,Karma fal,n,result of conseqence of one's action (esp. of a previous life); consequence of one's misdeed.
79,Karma fal bhug garānā,v,suffer the consequence of one's own action.
79,Karma felānā,v,"resign, retirement from service; resignation of office."
80,Karma felāni,n,retirement from service; resignation of office.
80,Karma bādee,a,belonging in action as the chief end of life.
80,Karma beer,n,man of action; hard or untiring worker; enterprising man.
80,Karma bhug,n,enjoining or suffering the consequence of action.
80,Karma jhug,n,iron age.
80,Karma shāl,n,workshop; place of work.
80,Karma sādhan,n,implementation.
80,Karma sutra,n,line of action.
80,Karmee,n,employee; worker; labour.
80,Karalā,a,dirty; filthy; n. dirt; refuse; mud.
80,Karolyā,a,sandy; gravely.
80,Karolyā shil,n,sand stone.
80,Kal,n,machine; machinery; engine; factory; mill; trap; lode; artifice; instrument; tool; organ; diagram.
80,Kalahgān,n,gramophone.
80,Kalahgāri,n,railway tram.
80,Kalah Jāhāj,n,steamer.
81,Kalahpāni,n,top water.
81,Kalah mānuj,n,automation; puppet.
81,Kala ispāt,n,tool steel.
81,Kalkabjā,n,machinery.
81,Kalkalānā,v,murmur; talk much; prattle; brawl; make noise.
81,Kalkalāni,n,murmuring noise of running water; murmur; brawl.
81,Kalkābil,n,mechanism; mechanical device.
81,Kalkābilyā,a,mechanical; machine minded.
81,Kal khārkhānā,n,mill; factory; factories and workshops; machine and machinery.
81,Kalkāligar,n,mechanic; mechanist.
81,Kal kāydā,n,tactics; tricks.
81,Kalag,n,even ground; plain surface of land.
81,Kalag garānā,v,level; raze to the ground.
81,Kalgar,n,machine room; manufacturing place.
81,Kalanga,n,spot; mark; stain; stigma; defamation; scandal; disgracement.
81,Kalanga garānā,v,disgrace; stain.
81,Kalangee,a,fem. unchaste (women) and bad name; unchaste women; whore.
81,Kalanga peyā,a,disgraced; defamed; spotted.
81,Kalanga balā,a,defaming; infamous; scandalous.
81,Kalanga rathyā,n,scandal monger.
81,Kalchāleyā,n,machine man; driver.
81,Kaltibānā,v,pull the wire.
81,Kaladhakyān,a,like a machine; machanically.
81,Kalap,n,graft.
81,Kalap denā,v,graft.
81,Kalpa,n,alternative; period of 432 millions solar years of mortals; deluge.
81,Kalapa gāj,n,wish yielding tree.
81,Kalpanā,n,imagination; fancy; mental image; guess; hypothesis.
81,Kalpanā garānā,v,imagine; fancy; invent; contrive.
81,Kalpanā garayā,n,inventor; fancier; thinker.
81,Kalpanā chodokyā,n,dreamer; visionery.
81,Kalpanājur,n,imaginative power.
81,Kalpanā dhag,a,according to imagination.
81,Kalpanā bārhā,a,out
82,Kalpanā shakti,n,imaginative power.
82,Kalpādānā,v,set a trap.
82,Kalpijonee,n,grinding mill.
82,Kalbiggyān,n,mechanism.
82,Kalam,n,pen; post plate of a house.
82,Kalshāl,n,engineering work shop; machine factory.
82,Kalā,,banana; plantain.
82,Kalāgāj,n,banana tree.
82,Kalāgāja bāgal,n,curved bark of a banana tree.
82,Kalācharā,n,raw of bananas.
82,Kalātthur,n,cluster of plantains.
82,Kalābagāl,n,bark or peel of a banana.
82,Kalābāgān,n,garden of banana trees.
82,Kali,a,misery; stingy; vile; mean; parsimonious; n. miser.
82,Kalik,n,flower-bud.
82,Kalikātā,n,Calcutta.
82,Kalikāl,n,forth or the present age of the world.
82,Kalikālyā,ad,in the present or modern age of the world.
82,Kalijujor,a,naturally parsimonious; miserly by nature; stingy.
82,Kalija,n,liver; heart; bosom; breast; spirit.
82,Kalej,n,College.
82,Kalebalē,ad,by hook or by crook; by means of.
82,Kalēbāncyā,a,machine made; mill made.
82,Kolerā,n,Cholera.
82,Kashtha,n,hardship; hard effort; trouble; difficulty; sorrow; suffering; uneasiness.
82,Kashtha khānā,v,get trouble; pain; suffer.
82,Kashtha garchyā,a,laboured; forced; strained.
82,Kashtha garānā,v,take trouble; put to difficulty.
82,Kashtha gari,ad,with great difficulty.
82,Kashthe,ad,with great difficulty; any how; some how.
82,Kashthe Kāmānā,a,earned with difficulty.
82,Kashthe kāmcyā,a,hard earned; acquired with difficulty.
82,Kashtha denā,v,give trouble; harass; ail.
82,Kashtha pānā,v,suffer pain; feel distress.
82,Kashtha peyā,a,distressing; painful.
82,Kashtha bhug,n,suffering.
83,Kashtha bhug garānā,v,suffer in pain.
83,Kashthar,a,trouble some; causing trouble.
83,Kashtha suayā,a,pains taking hardly.
83,Kay,v/a,(he or she) says; a. how many; several.
83,Kay ān,a,how many pieces.
83,Kayjan,a,how many person.
83,Kayton,a,how many tins.
83,Kaydenā,v,come to speak; disclose.
83,Kay diyani,n,disclosing.
83,Kaydyā,n,a kind of vegetable fruit.
83,Kay bār,ad,how many times.
83,Kaylā,n,coal; charcoal; coke.
83,Kaylā kahani,n,coal mine.
83,Kay shat,a,how many hundreds.
83,Kay heb,ad,how many times; how often; several times.
83,Kayā,a,said; spoken of; told; mentioned.
83,Kayā kadhā,n,colloquial speech or language; spoken speech; saying language.
83,Kayek kuā,a,some; a few; several.
83,Kayek kān,a,some pieces; several portion.
83,Kayekdin,a,a few days; several days.
83,Kayekbār,ad,many times; several times.
83,Kayekheb,ad,several times.
83,Kākkā,n,paternal uncle; father's younger brother; uncle.
83,Kākki,n,aunt; auntie (y); wife of father's younger brother.
83,Kāg,n,cork; stopper; plug; lid; bunch; bundle.
83,Kāgoi,n,comb.
83,Kāgoch,n,paper.
83,Kāgoj,n,paper.
83,Kāgoja kal,n,paper mill.
83,Kāgoj chābani,n,paper weight.
83,Kāgojothengā,n,paper money; paper currency.
83,Kāgojpatra,n,papers; documents; deeds.
83,Kāgoje kalame,ad,in black and white; in writing or in printing.
83,Kāgojee lemu,,kind of lemon.
83,Kāng kāng,a,quarrel some; factions; hostile.
84,Kāng gereng,a,entirely or completely hard.
84,Kāng get,a,stiff strong; hard.
84,Kāngārā,n,crab.
84,Kāngārā rahi,n,the sign cancer of zodiac (cancer).
84,Kāngārā hag,n,carapace.
84,Kāngāl,a,poor; needy; wretched; beggar.
84,Kangālee,n,fem. beggar women; poor women.
84,Kāngel,n,back bone; spine.
84,Kāngel peerhā,n,cacorrachities; disease of the spine.
84,Kāngeletyā,a,noise; uproar; disorder.
84,Kāngurā,a,curved; shriveled.
84,Kāch,n,cough; glass.
84,Kāch chuā,n,having cough.
84,Kājachyā,a,impurity; not cleaned.
84,Kājani,n,clearing; purification; sweeping.
84,Kājar,a,dirty; impure; unclean.
84,Kāñjā,v/n/a,v. to clean; n. edge; side; shore; margin; brim; a. raw; unripe; green; immature; uncooked; inexperienced; unmetalled; unpractised; not deep; weak; deficient; not strong; loose; black; uncertain; not advanced; temporary.
84,Kāñjā ām,n,green mango.
84,Kāñjā umar,a,young or tender age.
84,Kāñjāka jarā,a,not purely ripe; immature.
84,Kāñjā ghar,n,mud built house.
84,Kāñjā ghum,n,catnap; not deep.
84,Kāñjāchul,n,black hair.
84,Kāñjā ton,n,green vegetable.
84,Kāñjā padh,n,unmetalled road.
84,Kāñjā pāgānāh,a,tepid; warm; partly black and partly grey.
84,Kāñjāfal,n,unriped fruit.
84,Kāñjā mānuj,n,inexperienced man.
84,Kāñjāree,n,office.
84,Kāñjā sonā,n,pure gold.
84,Kāñjā alod,,undried turmeric.
84,Kāñjā puā,n,little child; kiddies.
84,Kājhānā,v,cough.
84,Kājhī,n,rope; cord; string; twine; elastic.
84,Kājhī thānāthānī,n,tug of war. v. tug.
84,Kājhī pāgānā,v,twist a cord.
85,Kājhī bānyā,a,fasten with cord; corded.
85,Kājhī sāran,a,ropy; glutinous; adhesive.
85,Kāhjhyā,n,one who coughs.
85,Kāhjheyā,ad,nearly; very near; close upon; knocking in the door.
85,Kāttan,n,cutting wood; sojourn; staying abroad from home.
85,Kāttānyā,a,sent abroad.
85,Kāttan garānā,v,"stay away from home to cut woods, bamboos and row materials for earning money."
85,Kāttun,ad,from whom or whose.
85,Kāttej,n,cartridge.
85,Kāttey,pron & ad,for whom.
85,Kāttol,n,jack fruit.
85,Kāttol biji,n,seed of jack fruit.
85,Kāttoli kalā,n,kind of banana or plantation.
85,Kādani,n,spining; spinner.
85,Kādā,n,thorn; pickle; fishbone; pointer.
85,Kādā ālu,n,a sort of yam.
85,Kādā kādā,a,thorny; prickly.
85,Kādā kādi,n,crowd; multitude; shortage; insufficiency.
85,Kādā kādi garānā,v,crowd.
85,Kādā gāj,n,any thorny plant.
85,Kādā chāmech,n,fork spoon.
85,Kādā dhakyā,a,forked; forky; zigzag.
85,Kādanā,v,pass; spend; survive; spin.
85,Kādā ban,n,pricky; shrub.
85,kādā balā,a,having thorn.
85,Kādāmalā,n,myrobalan.
85,kādamā,n,a kind of white spot on the skin.
85,Kādālyā,ad,at the instance; for the time at last.
85,Kādāshighol,n,barbed wire.
85,Kādāy kādāy,ad,to the point exactly.
85,"Kādi, Kādhi",n,bambo lath; reed.
85,Kādi kādi,a,in duster.
85,Kādimās,n,the seven month of the chakma calender.
85,Kādire,n,chair.
85,Kādey dyā,a,spent; passed; survived.
85,Kādey denā,v,cause to pass; spend; servive; repayment.
86,Kān,n,blind; ear.
86,Kān,Vt,to weap or cry.
86,Kān ubo garānā,v,pick up year [ear].
86,Kān kāba,n,defeat.
86,Kān ghā,a,hersh [harsh] sounding.
86,Kān ghu,,ear wax.
86,Kānang,v,(1) cry.
86,Kānang kānang,a,almost weeping; almost in tears.
86,Kānjābā,n,the nearest portion of the ear; temples.
86,Kānji,n,kind of wine; champagne; rum.
86,Kānat tālā lāgānā,v,deafen the ears.
86,Kānat parhānā,v,learn; come to know.
86,Kāndārā,n,crying man; one who cries.
86,Kānduri,n,crying woman.
86,Kānani,n,crying; weeping; mourning; lamenting.
86,Kānyā,a,cried; weeped.
86,Kānayābi,n,wailing woman; weping [weeping] or crying woman.
86,Kān majarānā,v,pull on by the ear.
86,Kān sug,a,pleasing to the ear.
86,Kānā,n,the blind man; utterly ignorant; hole; opening; cavity; blemish; bore.
86,Kānā kādi,n,lamentation; wailing; loud and bitter weeping.
86,Kānākādi garānā,v,weep bitterly; lament; mourn.
86,Kānā garchyā,a,perforated; pierced; bored.
86,Kānā garānā,v,make a hallo [hollow]; dig a hole; bore.
86,Kānā garayā,a,burrowing; cavilling; censorious; n. fall finder [fault finder].
86,Kānā kāni,n,joint crying; pitious appeal.
86,Kāñāh,n,shoulder.
86,Kāñāh tun ālgā garānā,v,un yoke.
86,Kāñāh denā,v,volunteer to assist; give shoulder.
86,Kāñā badalānā,v,change shoulders.
86,Kāñāht lanā,v,take one's shoulder.
86,Kāñāh ārh,n,scapula.
86,Kāni,n,cloth; light cloth.
86,Kāni fādā,n,piece of cloth; shred.
86,Kānee,n,the blind woman.
86,Kāp,n,cup; drinking vessel.
86,Kāb,n,layer; status; step; stage; class; v.r. to cut.
86,Kāb garchyā,a,laminated; stratified.
87,Kābani,n,cutting.
87,Kābpyā,a,cutted; cut off; chopped; curved; amputated; separated.
87,Kābar,n,cloth; dress.
87,Kābar chubar,n,cloths; garments; dress.
87,Kābar chubar pinenā,v,put on cloths.
87,Kābar chubar huanā,v,undress; take off cloths.
87,Kābar dagān,n,clothes shop.
87,Kābar pinenā,v,put on cloth or dress.
87,Kābar fādā,a & n,torn cloth; piece of cloth.
87,Kābar bābu,n,fob.
87,Kābar bunanā,v,fabricate.
87,Kābar bunani,n,texture; fabric.
87,Kābar sileyā,n,tailor.
87,Kābar huanā,v,take off the cloth or dress.
87,Kābā,a,cut off; chopped; carved.
87,Kābā kābar,n,cloth piece for dress.
87,Kābākābi,n,mutual cutting or killing or slaughter.
87,Kābā kudā,n,cutting and chopping.
87,Kābā kudā garānā,v,pen through; correct; abridge; operate.
87,Kābāchhinā,a,torn and damaged.
87,Kābānā,v,cut; chop; carve; dig; divide; set apart; cancel; strike off (name); pen through (words); draw; deduct.
87,Kābānājhi,n,irrigation canal.
87,Kābidyāng,n,editor; secretary; manager; compiler.
87,Kābi dyāng garānā,v,carry out; perform; edit; accomplish.
87,Kābi dyāng garā jhāy,a,to be performed; fit to be edited.
87,Kābidyāngee,n,editress; female secretary or manager; compiler.
87,Kābidyānge,a,edited by; accomplished by.
87,Kābidyāng dāgee,n,editors; editorial section.
87,Kābidyāngar,a,editorial; secretarial.
87,Kābidēnā,v,cause to be cut or chopped.
87,Kābil,n/a,n. artist; artisan; mechanic; a. skilful; able; competent; expert; dexterous.
87,Kābu,a,weak; feeble within one's power; under one's control; prostrate.
87,Kābu anā,a,be defeated; come under control; be weakened; fail in strength; go down.
88,Kābuk,a,kind of trap or snare.
88,Kābugat parhānā,v,catch under a trap.
88,Kābugat felānā,v,entrape [entrap].
88,Kābu garānā,v,bring under control; defeat or over power after much struggle; weaken; defeat.
88,Kābulee,n,Afgani; native of Afgan or kabul.
88,Kām,n,work; labour; business; dead; action; service; emplyment [employment]; habit; office; act.
88,Kām ujhol garānā,v,take action against.
88,Kām garāna,vti,work.
88,Kām chālānā,v,carry on a work; conduct an affair.
88,Kām deghānā,v,show off; give a good acount of oneself.
88,Kām denā,v,give employment or service.
88,Kām bārhānā,v,bungle.
88,Kām mua,n,worker; labourous; a. active; competent.
88,Kāmar,a,useful; serviceable; handy.
88,Kāmar aktha,n,time of work; busy hours.
88,Kāmar kadhā,n,matter of importance; business talk.
88,Kāmar kābidyāng,n,business performer.
88,Kāmar kābil,n,competent.
88,Kāmar tālig,n,routine; agenda; processings.
88,Kāmar boyān,n,item of work.
88,Kāmar bāhre,a,out of order; useless; good for nothing.
88,Kāmarh,n,bite; griping; pressure.
88,Kāmarhā kāmārhi,n,mutual scuffle; scrambling; struggling; indecent quarrelling.
88,Kāmarhā kāmārhi garānā,v,snap at each other; bite each other; scramble; struggle hard.
88,Kāmarh denā,v,bite; gnaw; ach [ache].
88,Kāmarhāni,n,biting; act of biting.
88,Kāmā,v,to earn.
88,Kāmān,n,canan [cannon].
88,Kāmānā,v,earn; acquire money.
88,Kāmāni,n,earning.
88,Kāmār,n,blacksmith.
88,Kāmārā kāmāri,n,mutual biting or snapping; mutual scaffle [scuffle].
88,Kāmāh,n,sloping; inclined place.
89,Kāmāh mādhā,n,[top of a slope / incomplete entry] upper or top portion of a sloping or inclined place.
89,Kāmārchyā,a,biten [bitten].
89,Kāmārhānā,v,bite; gnaw; ach [ache].
89,Kāmārhāni,n,biting; act of biting; griping or shooting pain.
89,Kāmich,n,shirt.
89,Kāmei,n,earning wages.
89,Kāmei garānā,v,earn; earn money.
89,Kāmeiyā,a,earned.
89,Kām-mo,n,labourous; worker.
89,Kār,pron,whose; of whom; v. to husk.
89,Kārkhānā,n,factory; workshop; mill.
89,Kārchyā,a,husked.
89,Kārtej,n,cartrige [cartridge].
89,Kāran,conj,because; reason; motive; means; cause.
89,Kāran chhārhā,a,without a cause; needlessly.
89,Kāranneyā,a,causeless.
89,Kārani,n,husking.
89,Kārban,n,carbon.
89,Kārbār,n,business; trade; commerce.
89,Kārbār garānā,v,engage in a trade or business.
89,Kārbārar,n,for business or trade.
89,Kārbāree,n,business man; a prominent leader of a village.
89,Kārar,pron,anybody or somebody.
89,Kārare,pron,to anybody; to somebody.
89,Kārloi,ad,with whom.
89,Kārā,n,prision [prison]; jail; lock-up; husking.
89,Kārākul,n,imprisonment.
89,Kārākulyā,n,prisoner; a. having in a prison.
89,Kārāghar,n,jail; prison; lock-up.
89,Kārāghar giroj,n,superintendent of jail.
89,Kārā chhārān,a,released from prison.
89,Kārātbānyā,a,imprisoned; confined.
89,Kārādanda,n,imprisonment.
89,Kārānā,v,husk grain.
89,Kāri,a,bewitched; charmed.
89,Kārigachyā,a,effected; caused to be done; tought [thought] to be right.
89,kārigar,n,handicraft man; carpenter.
89,Kārigarānā,v,bewitch; charm; enchant.
89,Kārigari,n,carpentry.
89,Karigari sikkyā,n,technical education.
90,Kāriyā,n,one who husks; huskee.
90,Kāruk kāruk,a,crisp; crumbling.
90,Kāre,pron,to whom; whom; to anybody; to somebody.
90,Kāl,n,time; period; season; age; weather; tense; any of the stage of human life; a. deaf.
90,Kāl-akāl,n,proper and improper time; good or bad season.
90,Kāl-ā-bub,n,deaf mute; one who is both deaf and dumb.
90,Kālkādā,n,clothes of death; death.
90,Kāl kādanā,a,spend or pass time.
90,Kāl kādani,n,time passing or spending.
90,Kāl garānā,v,deafen.
90,Kālage,pron,with whom.
90,Kāl chakkar,n,wheel of time; cycle of time.
90,Kāl danda,n,death; severe punishment.
90,Kāl dharma,n,the spirit of the times.
90,Kāl majim,a,seasonably; seasonal; timely.
90,Kāl red,n,night of distress.
90,Kāl long,n,medium bamboo basket.
90,Kāl loy,pron,with whom.
90,Kāllyā,n,deaf man.
90,Kāboijēgee,n,storm clouds; the stormy season.
90,Kālā,a,black; sable; dark; n. deaf man.
90,Kālā garānā,v,blacken; darken; defame.
90,Kālā pānee,n,darken water.
90,Kālā bājār,n,black market.
90,Kālāmu,n,blacken or soiled face; shameless or bare faced fellow.
90,Kālā muā,a,bare faced; shameless.
90,Kālāmughēe,n,unchaste or shameless woman.
90,Kālā rang,n,dark complexion.
90,Kālā ahnā,a,become black.
90,Kāli,n,ink; stain; stigma.
90,Kālik,ind,but; however; only; but also.
90,Kāli goni,n,a kind of fish.
90,Kālidagaj,n,ink-pot.
90,Kāli suri rang,n,dark colour.
90,Kāle,ad,in proper time; in season; in time; on course of time; in future.
90,Kāle kāle,ad,in course of time.
90,Kāh,n,bowl.
90,Kāhrā kāhri,n,scrambling
91,Kāhrā kāhri garānā,v,snatch mutually; scramble over anything.
91,Kāhri lanā,v,snatch away; scize [seize].
91,Kāhri lani,n,snatching away; seizing by force; loot; plundering.
91,Kāhrilayā,a,plundered; looted; santched [snatched] away.
91,Kāhri loiyā,n,plunderer; looter.
91,Kāy,a,near; adjacent; proximate; imminent; close; neighbouring; intimate.
91,Kāy kāy,a,in the vicinity of; at; beside; towards.
91,Kāy-ki,ad,near to each other; approximately; very near; close upon; a. approximate.
91,Kāy-ki anā,v,approach; draw near; become imminent.
