Page,Romanized Chakma,pos,English translation
189,Jharjhar,ind.,word denoting a dropping or shedding in rapid succession; n. sound of dripping water.
189,Jharjhar gari,ad.,in a gushing stream; in drops; in quick succession.
189,Jhar jhari,n.,fountain spring; waterfall; cascade; trickling down of water.
189,Jharjhari kalam,n.,fountain pen.
190,Jhar jharir,n.,sound of dripping water.
190,Jharā,a.,having minute particles; gently blowing; drizzling; n. lose grains; crumbs.
190,Jharānā,v.,drop; ooze out; leak; drip; exude; fall (as leaves); be cast off; shed (as a ripen corn); run; fall in drops; trickle.
190,Jhari pachhyā,a.,droped; fallen.
190,Jhari parani,n.,dropping; falling.
190,Jhari parānā,v.,drop down; fall; be dropped.
190,Jhārey denā,v.,down; cause to ooze or exude out; shed; shake or cause to fall as; drip; drop.
190,Jhareyā,a.,tricked; crumbled; parcelled.
190,Jhalag,n.,gush; violent flow; spray.
190,Jhalgā,n.,flame; flash of fire or air.
190,Jhalgānā,v.,flash (as lightning); scatter in gushes.
190,Jhalgāni,n.,flashing.
190,Jhalgeyā,a.,flashed; dazzled.
190,"Jhalalpalal, jhallapalla",a.,abundant; much; many; enough; sufficient; plentiful.
190,Jhalalpalla gari,ad.,abundantly; amply; sufficiently; in plenty; enough.
190,Jhalā,n.,bag made of cloth.
190,"Jharh, jharh",n.,storm; rain; tempest; gale; shower; raining.
190,"Jhara aktha, jhara kāl",n.,rainy season.
190,Jharh parani,n.,rain fall.
190,Jharh parānā,v.,rain.
190,Jharh pānee,n.,rain water.
190,Jhar phudā,n.,rain drop.
190,Jharbo,a.,rainy; stormy.
190,Jharh boyār,n.,storm and stress; tempest.
190,"Jharhmāb, jharhmāpyā",a.,measuring rainfall.
190,Jharh mābani,n.,raingauge; pluviometer.
190,Jharh mābnijhantar,n.,pluviometer; rain gauge.
190,Jharhe chhityā bāchyānā,v.,rain spotted.
190,"Jharhe bichyā, jharhe bhijeyā, jharhe gādhtyā",a.,drenched or wet with rain; bathed in rain.
190,"Jhāk, jhāg",n.,crowd (bird); flight (bee); swarm (fish); school; collection; flock.
190,Jhākyo,a.,crowded; large number.
190,"Jhākknegee, nekkyā",a.,having many husbands; polygamous.
190,Jhākkyo bāp,n.,father of many children
191,Jhākkyomā,n.,mother of many children.
191,Jhākkyo mogkyā,n.,having many wives.
191,"Jhāgani, jhāgoni",n.,shaking; jerking; repercution; convulsion (of limb); storming or thundering (at).
191,Jhāghā,n.,flat basket; tray; wicker work.
191,Jhāgārchyā,a.,shaked.
191,Jhāgārānā,v.,shake; jerk; dress; whirl.
191,Jhāge jhāge,ad.,in swarm or flock.
191,Jhāgeraiyā,n.,shaker.
191,Jhāgere chānā,v.,lift up (a thing) to as certain the weight; shake; be angry; flury scold.
191,Jhājereyā,a.,shaked; jerked.
191,"Jhāng jhāngyā, jhāng jhāngee",a.,fem. clear; neat; tidy; furnished; equipped.
191,Jhāng jhāngyāmi,n.,cleanness; neatness; tidiness.
191,Jhājhi,n.,pressure; force; gust; flash; tamer; subducer; passion.
191,Jhājhidenā,v.,bring pressure on; make an effort; flash; tame to; scold.
191,Jhāt,ind.,word denoting speed quickness or haste.
191,Jhāt gari,ad.,quickly; instantly; without delay; smartly.
191,Jhādi,ad.,in haste; hastily; swiftly; quickly.
191,Jhādi garānā,v.,make haste; chase.
191,Jhādi mādi,n.,hurriedly; hurry haste.
191,Jhādi mādi gari,ad.,in a hurry; hurry scurry; being in chaste.
191,Jhāp,n.,flapping; blast mat door.
191,Jhāppādānā,v.,dive; shut up with a mat door.
191,Jhābchā rini deghānā,n.,dim sight.
191,Jābchā jhābeyā gari deghānā,v.,see dimly.
191,Jhābā,v.,to leap or jump.
191,Jhābā jhābi,n.,over loading; falling over with each other; leaping or plunging at each other; wrestle.
191,Jhābānā,v.,cover; veil; fling; fall over; lap; rush to jump; plunge; dive.
191,Jhābāni,n.,leaping; flinging; falling over; covering; veiling; plunge; leap.
191,Jhābeeidyā,a.,threw over; laid upon; imposed.
191,Jhābei diyani,n.,throwing over; laying upon; imposing; ascribing; loading.
192,Jhābeidenā,v.,throw over; lay upon; impose; burden; cause to ride; change; impute; attribute; ascribe.
192,Jhābeiyā,n.,leaper.
192,Jhābeyā,a.,leaped; covered; veiled; secret; depressed; fallen over; suppressed; restrained.
192,"Jhābeyā, jhābchā",a.,dim sighted; hazy; dim; obscure.
192,Jhām,n.,jump; spring; leap; plunge; sally.
192,Jhāmyā,a.,jumped; dived; leaped.
192,Jhāmdiyani,n.,jumping; spring; leaping; plunging.
192,Jhāmdiyā,n.,jumper.
192,Jhāmdenā,v.,jump; plunge; leap; dive.
192,Jhāmelā,n.,trouble; botheration.
192,Jhāmelā garānā,v.,create a trouble; kick up a row.
192,Jhāmelā gariyā,n.,trouble creator.
192,Jhāmelā thāmānā,v.,stop a trouble.
192,Jhāmelā thum garānā,v.,bear on end a trouble.
192,"Jhāmelā bolā, jhāmelyā",a.,trouble some; bothersome.
192,Jhāmelā suanā,v.,bear a trouble.
192,Jhār,n.,forest; wood; jungle; bush; weeds.
192,Jhār giroj,n.,forest ranger; forest keeper.
192,Jhārchyā,a.,spelt; purified or sanctified by speel.
192,Jhārajangal,n.,thicket; woodlands; cops and bushes.
192,Jhāraful,n.,wild flower.
192,Jhārbo,a.,wild; rude; rustic; savage; boorish; churlish; impolite; uncivil.
192,Jhārbopadh,n.,glade.
192,Jhārbohānā,n.,picnic.
192,Jhārboehmān,n.,ferocious animal; wild beast; beast of prey.
192,Jhārbo ehmān ghar,n.,den.
192,Jhārar,a.,produced or grown in a forest.
192,Jhārākkolee,n.,forester.
192,Jhārā,n.,spell; charm; mystical formula.
192,Jhārānā,v.,utter spell; betwitch.
192,Jhāri felānā,v.,sweep clean; remove; sweep.
192,Jhārifelāni,n.,sweeping.
192,Jhārifelyā,a.,sweeped.
192,Jhāl,a.,pungent; hot; biting; sharp.
192,Jhālābbar,a.,plenty; abundance; sufficiently; competent; quite mature; skilled
193,Jhāllyo,a.,fringed; furnished with a fringe; valanced.
193,Jhālu,a.,clever; expert; caution; sharp; shrewd.
193,Jhārchyā,a.,beaten up; threshed out; winnowed; cleaned; rubbed off; shaken off.
193,Jhāran,n.,towel; duster; beating of dust (from any thing); threshing out (of corn); winnowing (of corn); exorcism.
193,Jhārhani,n.,shaking; threshing out; winnowing; cleaning.
193,Jhārānā,v.,thresh or beat out; winnow; dust off; rub off; deliver; shake off; exorcize; unload; sell off or out.
193,Jhāridenā,v.,cause to be threshed or beaten out; expel; exorcise.
193,Jhi,n.,daughter; virgin; maiden; bride; virgo.
193,"Jhik jhik, jhik mik",ind.,word denoting glittering; glistening; glare or lustre.
193,"Jik jik garānā, jhik mik garānā",v.,glitter; glister; gleam.
193,Jhikmiki,n.,glittering; glistening.
193,"Jhigā, jhingā, jhigā",n.,cucurbitaceous plant and its fruit.
193,Jhi giroj,n.,guardian of a bride.
193,Jhigojey diyani,n.,marrying a daughter; handing over the bride ceremonially.
193,Jhinjhin,n.,pains and needles.
193,Jhinjhinani,n.,fingling; nervous; excitement.
193,"Jhinjhinānā, jhinjhin garānā",v.,have pains and needles; tingle; feel a sharp; thrilling pain.
193,"Jhimānā, jhimenā",v.,drowse; slumber; become inactive; doze.
193,"Jhimāni, jhimeni",n.,drowsiness; nodding with sleep; dozing.
193,Jhimit,n.,lighting; electricity.
193,"Jhimit gori, jhimit jhāmāt gori",ad.,suddenly; all on a sudden; unexpectedly; abruptly.
193,Jhimit jhāmāt,a.,quickly.
193,Jhimittār,n.,electric wire.
193,Jhimidot,a.,sudden; unexpected happening; without notice.
193,Jhimit bātti,n.,electric light or lamp.
193,Jhimit bijon,n.,electric fan.
193,"Jhimil, jhimili",n.,sudden flash; surprise; glance; fright; amazement; glitter
194,Jhimi­lānā,v.,flash; strike with amazement; glitter; be startled; glaze.
194,"Jhimilyā, jhimileyā",a.,thrilling; startling; charming; glittering; marvellous; glaring.
194,Jhimeleni,n.,starling; flash; startle; amazement; surprising.
194,Jhimiley udhanā,v.,startled; shudder; shiver; thrill.
194,Jhimiley denā,v.,startle; surprise.
194,Jhimileyā,a.,flashed; startled; surprised; thrilled; astonished; alarmed; frightened.
194,Jhimaeyā,a.,tipsy; drowsy; languid.
194,Jhimeyā gari,ad.,drowsily.
194,Jhirāshi,n.,the sign virgo.
194,Jhilanā,n.,taking a girl to wife; marrying a girl.
194,Jhiloiyā,n.,man marrying a daughter.
194,Jhukyā,a.,inclined; bent down; biased; ventured.
194,Jhug,n.,tendency; liking; inclination; bent; potency; risk; bias; venture; jerk; hobby; potency (of some intoxicant).
194,Jhuganā,v.,lean; steep; incline; bend down; be partial or biased; hitch forward.
194,Jhugani,n.,bending down; inclining; steeping; a. bias; lurching forward.
194,Jhugi,n.,lurching; risk; responsibility; biaability.
194,Jhuglaiyā,a.,one who takes risk.
194,Jhung,a.,intoxicated; tippled; tipsy; boozy.
194,Jhungā,n.,drunkard.
194,Jhungulee,n.,ear ring with pendants; passion flower.
194,Jhujhuk jhājhāk,a.,scattering.
194,"Jhutyāl, jhudo",n.,chignon.
194,Jhub,n.,bush; copse; thicket; bushy tree.
194,Jhubur,a.,bushy.
194,Jhumuli,n.,ear ring with pendants; passion flower.
194,Jhumur,n.,sort of musical performance.
194,Jhur,v.,to drowse.
194,Jhurchyā,a.,drowse; sleepy dull.
194,Jhurchyā gari,ad.,drawsily; in a state of sleep; beeing drowsy.
194,Jhurjhurānā,v.,run down; leak; weep; drip; trickle.
194,Jhurjhurani,n.,running down; weeping; trickling.
195,Jhurjhuri,n.,fountain; water fall; trickling down of water; spring.
195,Jhurjhurey,a.,having minute particles; drizzling; gently blowing; ad. quickly.
195,Jhurjhureyā,a.,being in trickled; weeped.
195,Jhurani,n.,drowsy; sleepy; dull.
195,Jhuriyā,n.,drowser; slumberer.
195,Jhurut,a.,sudden; quick; stick; gluey.
195,Jhurut gari,ad.,suddenly; quickly; promptly; all on a sudden.
195,Jhuro puro,a.,used up; spoilt; wasted; perished; ruined; lost; degraded; spent up; tore; decayed; ragged; shattered.
195,Jhul,n.,broth; soup; a. watery fluid.
195,Jhul jhul,a.,a little watery.
195,Jhulbhāt,n.,rice and soup; harassment and oppressing.
195,Jhuripachyā,a.,fallen; dropped; sunk; alighted; decayed (of caste); degraded; out caste; overthrown.
195,"Jhuripachyāmile, barbhādjiyemile",n.,fallen woman; prostitute.
195,Jhuri parānā,v.,fall; drop.
195,Jhuri parāni,n.,falling; dropping.
195,Jhej-at,n.,real; true.
195,Jhej-jat gari,ad.,really; truely; as a matter of fact.
195,"Jhedar, jhedar bedar",n.,confusion; want of order or irregularity; disorderliness; indiscipline; disorder; disarrangement; chaos.
195,"Jhederā, jhederi",n.,scattered disorderly; out of order; upside down; in confusion; disorganized; undisciplined; lying in disorder; at sixes and sevens.
195,Jhederā garānā,v.,throw in to confusion; disorder.
195,Jherjher,a.,decreased; reduced; diminished; insufficiency.
195,Jherjher garānā,v.,reduce; disminish.
195,Jheleng,a.,scarcity; insufficiency.
195,Jhoriyā,n.,oozer; one who falls or drops.
196,Tha,n.,pill uses in the filling with tobacco.
196,Thakkar,n.,knock; tumble; push; rap; blow; wreck.
196,Thakkardyā,a.,knocked; vied.
196,Thakkardyādi,n.,mutual attack; collision; competition; rivalry.
196,Thakkardyēdi garānā,v.,rival; vie (with) or compete (with or against).
196,Thakkar denā,v.,vie.
196,Thakkar lāgānā,v.,be suddenly knocked; rap; stumble.
196,Takkar hānā,v.,stumble; vie.
196,Thakkar heyā,a.,stumbled; vied.
196,Thakthakyā,a.,dexterous; expert; active; skilful; competent; dexterity; skilfulness; cleverness.
196,Thagkā garifudanā,v.,seethe in anger.
196,Tagbag (udarānā),v.,word denoting the sound of the boiling of water.
196,Thang,n.,top.
196,Thang ghar,n.,top house; high platform; a. small house made on the top of tree.
196,Tharch bātti,n.,torch light.
196,"Tharchlāit, bātti",n.,torchlight.
196,"Thanchangyā, thāngthangyā",n.,kind of Chakma tribes.
196,Thadā,n.,throat; neck; voice.
196,Thadā kudkudani,n.,thrickling or wheezing or itching in the throat.
196,Thadāchāpyā,a.,choking; strangling.
196,Thadāchāpyārug,n.,nightmare.
196,Thadāchibenā,v.,lower the voice; throttle.
196,Thadāchibonee,n.,throttle; strangle; choke.
196,Thadāchibi mārei felānā,v.,kill (one) by strangling; throttle (one) to death; suffocate.
196,Thadā chibi dharānā,v.,seize by the throat or collar.
196,Thadāt kādā,n.,bothersome burden.
196,Thadātghā,n.,sore throat.
196,Thadāt duri,n.,hanging (oneself) by a rope.
196,Thadāt duridenā,v.,hang (oneself) by the neck; commit suicide by hanging.
196,Thadāt parhānā,v.,be burden; be a dependent.
196,Thadā dachyā,a.,hoarse.
196,"Thadādhākkā, tela denā",v.,collaring; pushing; by the neck; necking.
197,"Thadādhākka denā, telāmārānā",v.,collar and push one out; turn out by neck and crop.
197,Thadāpeerhe,n.,quinsy.
197,"Thadābānani, thadākāni",n.,necktie; comforter; muffler.
197,Thadā bhāngā,a.,hoarse; husky; broken necked.
197,Thadā bhāngānā,v.,be affected with hoarseness.
197,Thadāsang,a.,up to the throat (as water); throat deep.
197,Thadāy thadāy,a.,intimate; ad. neck to neck; intimately.
197,Thanak,a.,strong; hard; stiff; solid; firm; tight.
197,Thanthan,ind.,word denoting twinging; throbbing or aching sensation.
197,Thanthan garānā,v.,twinge; shoot; ache; throb.
197,Thanthānā,v.,shoot; throb; ache.
197,Thanthanāni,n.,throbbing sensation; shooting; pain; aching; twinge.
197,Thanthanyā,a.,throbbing; painful.
197,Thanik,n.,tonic.
197,Thab,n.,tub; earthen or wooden vat.
197,Thalmal,ind.,word denoting an unsteady or tossing motion.
197,Thalmal garānā,v.,totter; stagger; reel; tremble; shake unsteadily.
197,Thalmalānā,v.,move; agitate; totter; stagger; reel; waver; budge; flinch; incline; change.
197,Thalmalāni,n.,unsteady or tossing motion; quaking.
197,Thalmalyā,a.,unsteady; over flowing; tremulous.
197,Thalmaleyā,a.,tottering; staggering; unsteady; confused; moved.
197,Thalāthalyā,a.,made for each other (specially for financial assistant to somebody).
197,Thāi,n.,tie; necktie.
197,Thāip,n.,type; manner; sort.
197,Thāipgachyā,a.,typed; type written.
197,Thāip garānā,v.,type; type write.
197,Thāip lekhani,n.,type writing; type writer.
197,Thāip leghayā,n.,typist.
197,Thāun,n.,town.
197,Thāun hall,n.,town hall.
197,Thāg,n.,baldness; bald patch.
197,Thāgpachyā,a.,bald headed.
197,Thāngani,n.,hanger; swinging; suspension.
197,Thāngānā,v.,hang up; suspend.
198,Thāngey denā,v.,swing; oscillate; hang; be hanged or suspended.
198,Thāngeyā,a.,hanged up; hanging; suspended.
198,"Than, thānānā",v.,tug; draw; pull; snatch; attract; strain; row; tow (as a boat); extract; n. drawing; inclination; attraction; interest; tension; strain; tightness; scarcity; bias; partially; shortage; want.
198,Thānani,n.,drawing; pulling; stretching; tension; drawer.
198,Thāndenā,v.,pull; snatch; draw in; tug.
198,Thānparhānā,v.,fall short.
198,Thānathānyā,a.,very tight; full of arrogance; wide and large.
198,Thānāthāni,n.,pulling in opposite direction; tugging; tug of war; a. shortage; want; deficiency; falling short; hardship.
198,Thānāthāni garānā,v.,pull in opposite direction; cut down expenditure.
198,Thānāthānit parhānā,v.,fall short; run short.
198,Thānā denā,v.,stretch; strain; hold up by a strain (as a post).
198,Thānā pasyān,n.,warp and woof.
198,Thānyā,a.,drawn; pulled; drawing out; extracted; skimmed (as a walk); wide; snatched.
198,"Thāniyā, thānyābee",n.,strainer; tugger; rower; woman strainer; attractive girl; women of attraction.
198,Thiuthar,n.,tutor.
198,Thiub,n.,tube.
198,"Thiuboyel, pāip",n.,tube well.
198,Thiushani garānā,v.,teach as a private tutor.
198,Thik thik,ind.,word denoting a ticking sound; n. tick tick; beat of a watch; constant warning.
198,Thik thik garānā,v.,fret; forbid; warn constantly; tick (as a watch).
198,Thik thiki,n.,small house lizard; spy; detective.
198,Thik thiki polich,n.,detective police.
198,Thiket,n.,ticket; loose stamp; label.
198,Thiket kābākal,n.,nipper.
198,Tiket kābānā,v.,purchase a ticket.
198,Thiket kinani,n.,booking or buying a ticket.
198,Thiket ghar,n.,booking office.
198,Thiket chek gariyā,n.,ticket examiner.
198,Thiket bābu,n.,booking clerk
199,"Thiketlanā, kinānā",v.,purchase a ticket; book a ticket.
199,Thigini,n.,tuft of hair on the head; crest on the crown of the head; pigtail; tuft; crest.
199,"Thigenā, thigonee",v.,last; stand; hold good; endure; stay; survive; continue to live.
199,Thigey denā,v.,cause to last or maintain; save.
199,Thiphin,n.,tiffin.
199,Thib,n.,fingermark; small round point on the forehead.
199,Thib kal,n.,automatic machine that can be opened or closed by pressure; hint.
199,Thibdyā,n.,thumb impressed.
199,Thibdiyani,n.,thumb impression.
199,Thibdenā,v.,mark with a finger; impress with the thumb.
199,Thibani,n.,comment; gloss; pinching; pressing; massaging.
199,Thibbatām,n.,press button.
199,Thibbātti,n.,torch.
199,Thibbātti pahr,n.,torch light.
199,Thibshaloi,n.,lighter.
199,Thibsoi,n.,thumb mark; thumb impression.
199,"Thibāthibi, sibe­chibi",n.,mutual massaging of the body; hinting.
199,"Thibānā, sibēnā",n.,press; wink; squeeze; massage; supress; hint by winking.
199,"Thibdenā, sibidenā",v.,massage; have or be massaged; intimate secretly; cause to massage.
199,"Thibiyā, sibiyā",n.,massager.
199,Thilyā,n.,small mound; hillock.
199,Thukthāk,n.,tit bits; light and paltry things; of small quantity; of bit.
199,Thukthāk gari,ad.,in small quantity.
199,"Thukthākyā, thukyā",a.,light and paltry.
199,Thuguri,n.,small busket.
199,Thuturanā,v.,ramble; stroll.
199,Thuttura,a.,rambling.
199,Thuttureyā,a.,rambling; strolling; n. rambler; stroller.
199,Tudur,a.,ramdering; wandering; roaming.
199,Thudur thudur gari berhānā,v.,ramble aimlessly; wander idly.
199,Thudureyā,a.,rambled; n. rambler.
199,Thudyo,a.,defective; breaking; relaxing; broken; deficient
200,Thudyo garānā,v.,break; burst; be defective; slacken; relax; abate.
200,Thunanā,v.,twine.
200,Thunani,n.,twine; hemp; thread or yarn.
200,Thunyā,a.,twined.
200,Thuniyā,n.,twiner.
200,Thul,n.,stool.
200,Tekkyā,n.,ace (in card).
200,Theg,n.,turning.
200,Theng thengoree,n.,dragonfly.
200,Thengar,a.,crooked; curved.
200,Thengā,n.,rupee; coin; money.
200,Thengā urhanā,v.,quander of money.
200,Thengā garānā,v.,mass money; become rich.
200,Thengā chharhānā,v.,invest money; spend money right and left; lend money to many people.
200,Thengā payjā,n.,money; riches.
200,Thengā balā,a.,rich; moneyed.
200,Thengā bhāngānā,v.,change a coin.
200,Thengā bhāndāl,n.,treasury.
200,Thengāmu deghānā,v.,commence to earn; see good days.
200,Thengār garam,a.,pride of wealth.
200,Thengār beg,n.,bag or purse of money.
200,Thengār mānuj,n.,man of treasure.
200,Thengā hānā,v.,accept bribe.
200,Thengerā,n.,fencing; boundary; encloser; cover.
200,Thengerā denā,v.,fence; enclose; cover.
200,Thenjang,a.,crooked; curved.
200,Thenā,n.,rag; fatter.
200,Thenāpagarā,a.,ragged.
200,Thep,n.,measuring tape.
200,Thep thep,ind.,"word denoting dropping, drizzling, throbbing etc."
200,Thep thep gari parhānā,v.,rain in small drops; drizzle.
200,Thepthepāni,n.,dripping; drizzling.
200,Thep thepyā,a.,over measuring.
200,Thepthepyā gari,ad.,of over measuring; brim up; in full measure.
200,Thepe thepe ājānā,v.,snigger.
200,Thebil,n.,table.
200,"Them, theim",n.,time.
200,Them thebil,n.,time table.
